9,65432,SF,2310
1599,75432,F,2730
1595,85432,F,3570
1581,95432,F,3990
1598,76432,F,4290
1547,T5432,F,4830
1594,86432,F,5610
1597,76532,F,6006
1478,J5432,F,6090
1580,96432,F,6270
1353,Q5432,F,6510
1590,87432,F,6630
1576,97432,F,7410
1546,T6432,F,7590
1144,K5432,F,7770
1593,86532,F,7854
10,5432A,SF,8610
1579,96532,F,8778
1542,T7432,F,8970
1589,87532,F,9282
1477,J6432,F,9570
1566,98432,F,9690
1596,76542,F,10010
1352,Q6432,F,10230
1575,97532,F,10374
1545,T6532,F,10626
1473,J7432,F,11310
1532,T8432,F,11730
1348,Q7432,F,12090
1143,K6432,F,12210
1541,T7532,F,12558
1592,86542,F,13090
1512,T9432,F,13110
1476,J6532,F,13398
815,A6432,F,13530
1565,98532,F,13566
1351,Q6532,F,14322
1139,K7432,F,14430
1586,87632,F,14586
1578,96542,F,14630
1463,J8432,F,14790
8,76543,SF,15015
1588,87542,F,15470
1338,Q8432,F,15810
1472,J7532,F,15834
811,A7432,F,15990
1572,97632,F,16302
1531,T8532,F,16422
1443,J9432,F,16530
1347,Q7532,F,16926
1142,K6532,F,17094
1574,97542,F,17290
1318,Q9432,F,17670
1544,T6542,F,17710
1511,T9532,F,18354
1129,K8432,F,18870
814,A6532,F,18942
1591,86543,F,19635
1538,T7632,F,19734
1408,JT432,F,20010
1138,K7532,F,20202
1462,J8532,F,20706
801,A8432,F,20910
1540,T7542,F,20930
1109,K9432,F,21090
1562,98632,F,21318
1283,QT432,F,21390
1577,96543,F,21945
1337,Q8532,F,22134
1475,J6542,F,22330
810,A7532,F,22386
1564,98542,F,22610
1442,J9532,F,23142
1587,87543,F,23205
781,A9432,F,23370
1350,Q6542,F,23870
1585,87642,F,24310
1317,Q9532,F,24738
1469,J7632,F,24882
1556,98732,F,25194
1074,KT432,F,25530
1528,T8632,F,25806
1573,97543,F,25935
1471,J7542,F,26390
1128,K8532,F,26418
1543,T6543,F,26565
1344,Q7632,F,26598
1227,QJ432,F,26970
1571,97642,F,27170
1530,T8542,F,27370
1407,JT532,F,28014
1346,Q7542,F,28210
746,AT432,F,28290
1141,K6542,F,28490
1508,T9632,F,28842
800,A8532,F,29274
1108,K9532,F,29526
1282,QT532,F,29946
1522,T8732,F,30498
1510,T9542,F,30590
1539,T7543,F,31395
813,A6542,F,31570
1135,K7632,F,31746
1018,KJ432,F,32190
1459,J8632,F,32538
780,A9532,F,32718
1537,T7642,F,32890
1474,J6543,F,33495
1137,K7542,F,33670
1563,98543,F,33915
1583,87652,F,34034
1502,T9732,F,34086
934,KQ432,F,34410
1461,J8542,F,34510
1334,Q8632,F,34782
807,A7632,F,35178
1561,98642,F,35530
690,AJ432,F,35670
1073,KT532,F,35742
1349,Q6543,F,35805
1439,J9632,F,36366
1584,87643,F,36465
1336,Q8542,F,36890
809,A7542,F,37310
1226,QJ532,F,37758
1569,97652,F,38038
606,AQ432,F,38130
1453,J8732,F,38454
1441,J9542,F,38570
1314,Q9632,F,38874
1470,J7543,F,39585
745,AT532,F,39606
1570,97643,F,40755
1529,T8543,F,41055
1328,Q8732,F,41106
1316,Q9542,F,41230
1468,J7642,F,41470
1125,K8632,F,41514
1555,98742,F,41990
1345,Q7543,F,42315
1140,K6543,F,42735
1433,J9732,F,42978
1527,T8642,F,43010
1404,JT632,F,44022
1127,K8542,F,44030
1343,Q7642,F,44330
1492,T9832,F,44574
1017,KJ532,F,45066
486,AK432,F,45510
1509,T9543,F,45885
1308,Q9732,F,45942
797,A8632,F,46002
1535,T7652,F,46046
1105,K9632,F,46398
1406,JT542,F,46690
1279,QT632,F,47058
812,A6543,F,47355
1507,T9642,F,48070
933,KQ532,F,48174
799,A8542,F,48790
1119,K8732,F,49062
1107,K9542,F,49210
1536,T7643,F,49335
1559,98652,F,49742
1281,QT542,F,49910
689,AJ532,F,49938
1136,K7543,F,50505
1521,T8742,F,50830
1582,87653,F,51051
777,A9632,F,51414
1460,J8543,F,51765
1398,JT732,F,52026
1134,K7642,F,52910
1560,98643,F,53295
605,AQ532,F,53382
1458,J8642,F,54230
791,A8732,F,54366
779,A9542,F,54530
1099,K9732,F,54834
1335,Q8543,F,55335
1273,QT732,F,55614
808,A7543,F,55965
1070,KT632,F,56166
1423,J9832,F,56202
1501,T9742,F,56810
1568,97653,F,57057
1440,J9543,F,57855
1333,Q8642,F,57970
1466,J7652,F,58058
806,A7642,F,58630
1553,98752,F,58786
1223,QJ632,F,59334
1072,KT542,F,59570
1298,Q9832,F,60078
1525,T8652,F,60214
1438,J9642,F,60610
771,A9732,F,60762
1315,Q9543,F,61845
1341,Q7652,F,62062
1467,J7643,F,62205
742,AT632,F,62238
1225,QJ542,F,62930
1554,98743,F,62985
485,AK532,F,63714
1452,J8742,F,64090
1526,T8643,F,64515
1313,Q9642,F,64790
744,AT542,F,66010
1126,K8543,F,66045
1064,KT732,F,66378
1342,Q7643,F,66495
1505,T9652,F,67298
1388,JT832,F,68034
1327,Q8742,F,68510
1534,T7653,F,69069
1124,K8642,F,69190
1405,JT543,F,70035
1217,QJ732,F,70122
1014,KJ632,F,70818
1519,T8752,F,71162
1432,J9742,F,71630
1089,K9832,F,71706
1506,T9643,F,72105
1263,QT832,F,72726
798,A8543,F,73185
1403,JT642,F,73370
736,AT732,F,73554
1106,K9543,F,73815
1132,K7652,F,74074
1491,T9842,F,74290
1558,98653,F,74613
1280,QT543,F,74865
1016,KJ542,F,75110
930,KQ632,F,75702
1456,J8652,F,75922
1373,JT932,F,76038
1520,T8743,F,76245
1307,Q9742,F,76570
796,A8642,F,76670
1104,K9642,F,77330
1278,QT642,F,78430
686,AJ632,F,78474
1133,K7643,F,79365
761,A9832,F,79458
1499,T9752,F,79534
932,KQ542,F,80290
1331,Q8652,F,81158
1248,QT932,F,81282
1457,J8643,F,81345
1118,K8742,F,81770
778,A9543,F,81795
804,A7652,F,82082
688,AJ542,F,83230
1008,KJ732,F,83694
602,AQ632,F,83886
1436,J9652,F,84854
7,87654,SF,85085
1500,T9743,F,85215
776,A9642,F,85690
1397,JT742,F,86710
1054,KT832,F,86802
1332,Q8643,F,86955
1465,J7653,F,87087
805,A7643,F,87945
1552,98753,F,88179
604,AQ542,F,88970
1071,KT543,F,89355
924,KQ732,F,89466
1450,J8752,F,89726
1524,T8653,F,90321
790,A8742,F,90610
1311,Q9652,F,90706
1437,J9643,F,90915
1098,K9742,F,91390
1207,QJ832,F,91698
1550,98762,F,92378
1272,QT742,F,92690
680,AJ732,F,92742
1340,Q7653,F,93093
1069,KT642,F,93610
1422,J9842,F,93670
1224,QJ543,F,94395
1567,97654,F,95095
1325,Q8752,F,95914
1451,J8743,F,96135
726,AT832,F,96186
1122,K8652,F,96866
1039,KT932,F,97014
1312,Q9643,F,97185
1222,QJ642,F,98890
743,AT543,F,99015
596,AQ732,F,99138
482,AK632,F,100122
1297,Q9842,F,100130
1430,J9752,F,100282
1504,T9653,F,100947
770,A9742,F,101270
1192,QJ932,F,102486
1401,JT652,F,102718
1326,Q8743,F,102765
741,AT642,F,103730
1123,K8643,F,103785
1489,T9852,F,104006
484,AK542,F,106190
1518,T8753,F,106743
1305,Q9752,F,107198
794,A8652,F,107338
1431,J9743,F,107445
711,AT932,F,107502
1102,K9652,F,108262
998,KJ832,F,109446
1276,QT652,F,109802
1402,JT643,F,110055
1063,KT742,F,110630
1131,K7653,F,111111
1490,T9843,F,111435
1516,T8762,F,111826
1015,KJ543,F,112665
1387,JT842,F,113390
1455,J8653,F,113883
1116,K8752,F,114478
1306,Q9743,F,114855
795,A8643,F,115005
1533,T7654,F,115115
1103,K9643,F,115995
1216,QJ742,F,116870
914,KQ832,F,116994
1277,QT643,F,117645
1013,KJ642,F,118030
476,AK732,F,118326
1498,T9753,F,119301
1088,K9842,F,119510
774,A9652,F,119966
931,KQ543,F,120435
1262,QT842,F,121210
670,AJ832,F,121278
1395,JT752,F,121394
1330,Q8653,F,121737
983,KJ932,F,122322
735,AT742,F,122590
1117,K8743,F,122655
803,A7653,F,123123
1171,QJT32,F,124062
1557,98654,F,124355
687,AJ543,F,124845
1496,T9762,F,124982
929,KQ642,F,126170
1372,JT942,F,126730
788,A8752,F,126854
1435,J9653,F,127281
