9,SF,2310
1595,F,3570
1581,F,3990
1598,F,4290
1547,F,4830
1594,F,5610
1597,F,6006
1478,F,6090
1580,F,6270
1353,F,6510
1590,F,6630
1576,F,7410
1546,F,7590
1144,F,7770
1593,F,7854
10,SF,8610
1579,F,8778
1542,F,8970
1589,F,9282
1477,F,9570
1566,F,9690
1596,F,10010
1352,F,10230
1575,F,10374
1545,F,10626
1473,F,11310
1532,F,11730
1348,F,12090
1143,F,12210
1541,F,12558
1592,F,13090
1512,F,13110
1476,F,13398
815,F,13530
1565,F,13566
1351,F,14322
1139,F,14430
1586,F,14586
1578,F,14630
1463,F,14790
8,SF,15015
1588,F,15470
1338,F,15810
1472,F,15834
811,F,15990
1572,F,16302
1531,F,16422
1443,F,16530
1347,F,16926
1142,F,17094
1574,F,17290
1318,F,17670
1544,F,17710
1511,F,18354
1129,F,18870
814,F,18942
1591,F,19635
1538,F,19734
1408,F,20010
1138,F,20202
1462,F,20706
801,F,20910
1540,F,20930
1109,F,21090
1562,F,21318
1283,F,21390
1577,F,21945
1337,F,22134
1475,F,22330
810,F,22386
1564,F,22610
1442,F,23142
1587,F,23205
781,F,23370
1350,F,23870
1585,F,24310
1317,F,24738
1469,F,24882
1556,F,25194
1074,F,25530
1528,F,25806
1573,F,25935
1471,F,26390
1128,F,26418
1543,F,26565
1344,F,26598
1227,F,26970
1571,F,27170
1530,F,27370
1407,F,28014
1346,F,28210
746,F,28290
1141,F,28490
1508,F,28842
800,F,29274
1108,F,29526
1282,F,29946
1522,F,30498
1510,F,30590
1539,F,31395
813,F,31570
1135,F,31746
1018,F,32190
1459,F,32538
780,F,32718
1537,F,32890
1474,F,33495
1137,F,33670
1563,F,33915
1583,F,34034
1502,F,34086
934,F,34410
1461,F,34510
1334,F,34782
807,F,35178
1561,F,35530
690,F,35670
1073,F,35742
1349,F,35805
1439,F,36366
1584,F,36465
1336,F,36890
809,F,37310
1226,F,37758
1569,F,38038
606,F,38130
1453,F,38454
1441,F,38570
1314,F,38874
1470,F,39585
745,F,39606
1570,F,40755
1529,F,41055
1328,F,41106
1316,F,41230
1468,F,41470
1125,F,41514
1555,F,41990
1345,F,42315
1140,F,42735
1433,F,42978
1527,F,43010
1404,F,44022
1127,F,44030
1343,F,44330
1492,F,44574
1017,F,45066
486,F,45510
1509,F,45885
1308,F,45942
797,F,46002
1535,F,46046
1105,F,46398
1406,F,46690
1279,F,47058
812,F,47355
1507,F,48070
933,F,48174
799,F,48790
1119,F,49062
1107,F,49210
1536,F,49335
1559,F,49742
1281,F,49910
689,F,49938
1136,F,50505
1521,F,50830
1582,F,51051
777,F,51414
1460,F,51765
1398,F,52026
1134,F,52910
1560,F,53295
605,F,53382
1458,F,54230
791,F,54366
779,F,54530
1099,F,54834
1335,F,55335
1273,F,55614
808,F,55965
1070,F,56166
1423,F,56202
1501,F,56810
1568,F,57057
1440,F,57855
1333,F,57970
1466,F,58058
806,F,58630
1553,F,58786
1223,F,59334
1072,F,59570
1298,F,60078
1525,F,60214
1438,F,60610
771,F,60762
1315,F,61845
1341,F,62062
1467,F,62205
742,F,62238
1225,F,62930
1554,F,62985
485,F,63714
1452,F,64090
1526,F,64515
1313,F,64790
744,F,66010
1126,F,66045
1064,F,66378
1342,F,66495
1505,F,67298
1388,F,68034
1327,F,68510
1534,F,69069
1124,F,69190
1405,F,70035
1217,F,70122
1014,F,70818
1519,F,71162
1432,F,71630
1089,F,71706
1506,F,72105
1263,F,72726
798,F,73185
1403,F,73370
736,F,73554
1106,F,73815
1132,F,74074
1491,F,74290
1558,F,74613
1280,F,74865
1016,F,75110
930,F,75702
1456,F,75922
1373,F,76038
1520,F,76245
1307,F,76570
796,F,76670
1104,F,77330
1278,F,78430
686,F,78474
1133,F,79365
761,F,79458
1499,F,79534
932,F,80290
1331,F,81158
1248,F,81282
1457,F,81345
1118,F,81770
778,F,81795
804,F,82082
688,F,83230
1008,F,83694
602,F,83886
1436,F,84854
7,SF,85085
1500,F,85215
776,F,85690
1397,F,86710
1054,F,86802
1332,F,86955
1465,F,87087
805,F,87945
1552,F,88179
604,F,88970
1071,F,89355
924,F,89466
1450,F,89726
1524,F,90321
790,F,90610
1311,F,90706
1437,F,90915
1098,F,91390
1207,F,91698
1550,F,92378
1272,F,92690
680,F,92742
1340,F,93093
1069,F,93610
1422,F,93670
1224,F,94395
1567,F,95095
1325,F,95914
1451,F,96135
726,F,96186
1122,F,96866
1039,F,97014
1312,F,97185
1222,F,98890
743,F,99015
596,F,99138
482,F,100122
1297,F,100130
1430,F,100282
1504,F,100947
770,F,101270
1192,F,102486
1401,F,102718
1326,F,102765
741,F,103730
1123,F,103785
1489,F,104006
484,F,106190
1518,F,106743
1305,F,107198
794,F,107338
1431,F,107445
711,F,107502
1102,F,108262
998,F,109446
1276,F,109802
1402,F,110055
1063,F,110630
1131,F,111111
1490,F,111435
1516,F,111826
1015,F,112665
1387,F,113390
1455,F,113883
1116,F,114478
1306,F,114855
795,F,115005
1533,F,115115
1103,F,115995
1216,F,116870
914,F,116994
1277,F,117645
1013,F,118030
476,F,118326
1498,F,119301
1088,F,119510
774,F,119966
931,F,120435
1262,F,121210
670,F,121278
1395,F,121394
1330,F,121737
983,F,122322
735,F,122590
1117,F,122655
803,F,123123
1171,F,124062
1557,F,124355
687,F,124845
1496,F,124982
929,F,126170
1372,F,126730
788,F,126854
1435,F,127281
1096,F,127946
775,F,128535
586,F,129642
1270,F,129766
1396,F,130065
899,F,130758
685,F,130790
1067,F,131054
1420,F,131138
760,F,132430
603,F,133455
1449,F,134589
1247,F,135470
655,F,135546
789,F,135915
1310,F,136059
1097,F,137085
1220,F,138446
1549,F,138567
1271,F,139035
1007,F,139490
601,F,139810
1295,F,140182
1068,F,140415
1421,F,140505
1447,F,140998
768,F,141778
1324,F,143871
1053,F,144670
571,F,144894
1464,F,145145
739,F,145222
1121,F,145299
1551,F,146965
962,F,148074
1221,F,148335
923,F,149110
1296,F,150195
1429,F,150423
1523,F,150535
1322,F,150722
769,F,151905
1206,F,152830
1400,F,154077
679,F,154570
466,F,154734
1061,F,154882
1339,F,155155
740,F,155595
1488,F,156009
1427,F,157586
878,F,158286
1385,F,158746
483,F,159285
725,F,160310
1304,F,160797
793,F,161007
1038,F,161690
