1101,F,162393
1486,F,163438
1214,F,163618
634,F,164082
1275,F,164703
595,F,165230
1011,F,165242
1062,F,165945
481,F,166870
1086,F,167314
1515,F,167739
1503,F,168245
1302,F,168454
1260,F,169694
1386,F,170085
1191,F,170810
733,F,171626
1115,F,171717
451,F,172938
1215,F,175305
550,F,175398
927,F,176638
1012,F,177045
1370,F,177422
1517,F,177905
710,F,179170
1087,F,179265
1113,F,179894
773,F,179949
1261,F,181815
1394,F,182091
997,F,182410
683,F,183106
734,F,183885
1130,F,185185
758,F,185402
1495,F,187473
928,F,189255
1245,F,189658
1454,F,189805
1371,F,190095
787,F,190281
1392,F,190762
1095,F,191919
1482,F,193154
1269,F,194649
913,F,194990
1005,F,195286
599,F,195734
684,F,196185
1066,F,196581
1419,F,196707
475,F,197210
759,F,198645
1497,F,198835
785,F,199342
850,F,199578
1093,F,201058
669,F,202130
1051,F,202538
1329,F,202895
1246,F,203205
982,F,203870
1267,F,203918
802,F,205205
1417,F,206074
1170,F,206770
1219,F,207669
921,F,208754
1006,F,209235
430,F,209346
600,F,209715
1294,F,210273
1446,F,211497
1434,F,212135
767,F,212667
1204,F,213962
585,F,216070
677,F,216398
1052,F,217005
738,F,217833
898,F,217930
1292,F,220286
522,F,221154
765,F,222794
922,F,223665
1448,F,224315
723,F,224434
654,F,225910
1321,F,226083
1036,F,226366
1309,F,226765
1205,F,229245
1548,F,230945
593,F,231322
678,F,231855
1060,F,232323
479,F,233618
1426,F,236379
1384,F,238119
1189,F,239134
1323,F,239785
724,F,240465
570,F,241490
1120,F,242165
1037,F,242535
1058,F,243386
1413,F,243542
1485,F,245157
1213,F,245427
961,F,246790
594,F,247845
1010,F,247863
1382,F,249458
480,F,250305
1428,F,250705
708,F,250838
1085,F,250971
1301,F,252681
1259,F,254541
995,F,255374
1190,F,256215
1399,F,256795
1211,F,257114
732,F,257439
465,F,257890
1487,F,260015
1288,F,260338
1083,F,262922
877,F,263810
402,F,263958
926,F,264957
1369,F,266133
1257,F,266662
1303,F,267995
792,F,268345
709,F,268755
730,F,269698
1112,F,269841
1100,F,270655
911,F,272986
633,F,273470
996,F,273615
1274,F,274505
682,F,274659
473,F,276094
757,F,278103
1367,F,278806
1514,F,279565
366,F,282162
667,F,282982
1244,F,284487
980,F,285418
1391,F,286143
1114,F,286195
450,F,288230
1168,F,289478
1481,F,289731
755,F,291346
549,F,292330
912,F,292485
1004,F,292929
598,F,293601
1378,F,294814
474,F,295815
1242,F,298034
784,F,299013
772,F,299915
1092,F,301587
583,F,302498
668,F,303195
1393,F,303485
1050,F,303807
896,F,305102
981,F,305805
1266,F,305877
1002,F,306878
1416,F,309111
1169,F,310155
1079,F,310726
1494,F,312455
920,F,313131
1253,F,315146
652,F,316274
786,F,317135
1048,F,318274
1094,F,319865
1203,F,320943
6,SF,323323
584,F,324105
1268,F,324415
676,F,324597
897,F,326895
1065,F,327635
1418,F,327845
918,F,328042
1363,F,329498
1291,F,330429
849,F,332630
764,F,334191
1201,F,336226
722,F,336651
568,F,338086
653,F,338865
1035,F,339549
674,F,340054
751,F,344318
959,F,345506
1218,F,346115
592,F,346983
429,F,348910
478,F,350427
1293,F,350455
1238,F,352222
1445,F,352495
720,F,352682
766,F,354445
1033,F,355718
1188,F,358701
463,F,361046
569,F,362235
737,F,363055
590,F,363506
1057,F,365079
1412,F,365313
521,F,368590
875,F,369334
960,F,370185
1381,F,374187
1186,F,375782
1044,F,376142
707,F,376257
1320,F,376805
631,F,382858
994,F,383061
1210,F,385671
464,F,386835
1059,F,387205
1287,F,390507
1513,F,391391
1425,F,393965
705,F,394174
1082,F,394383
876,F,395715
1383,F,396865
1197,F,397358
1256,F,399993
992,F,401302
448,F,403522
729,F,404547
1484,F,408595
1212,F,409045
547,F,409262
910,F,409479
632,F,410205
1009,F,413105
472,F,414141
716,F,416806
1366,F,418209
1084,F,418285
1029,F,420394
1300,F,421135
1258,F,424235
666,F,424473
979,F,428127
908,F,428978
731,F,429065
1358,F,430882
449,F,432345
470,F,433862
1167,F,434217
754,F,437019
1493,F,437437
548,F,438495
401,F,439930
925,F,441595
1377,F,442221
1368,F,443555
1182,F,444106
664,F,444686
1241,F,447051
977,F,448514
1111,F,449735
582,F,453747
1165,F,454894
895,F,457653
681,F,457765
1001,F,460317
1233,F,460598
756,F,463505
847,F,465682
701,F,465842
1078,F,466089
365,F,470270
1252,F,472719
1243,F,474145
988,F,474266
651,F,474411
580,F,475354
1390,F,476905
1047,F,477411
893,F,479446
1480,F,482885
1003,F,488215
427,F,488474
597,F,489335
917,F,492063
1444,F,493493
1362,F,494247
649,F,497002
783,F,498355
848,F,498945
1091,F,502645
1200,F,504339
1049,F,506345
904,F,506974
567,F,507129
1265,F,509795
673,F,510081
1415,F,515185
519,F,516026
750,F,516477
958,F,518259
919,F,521885
428,F,523365
660,F,525538
1319,F,527527
1237,F,528333
719,F,529023
973,F,530062
565,F,531278
1032,F,533577
1202,F,534905
1161,F,537602
675,F,540995
462,F,541569
956,F,542938
589,F,545259
1024,F,549746
1290,F,550715
1424,F,551551
520,F,552885
874,F,554001
763,F,556985
721,F,561085
576,F,561782
1185,F,563673
1043,F,564213
1034,F,565915
889,F,566618
460,F,567358
1483,F,572033
630,F,574287
591,F,578305
872,F,580382
1177,F,580754
477,F,584045
645,F,587366
1299,F,589589
704,F,591261
1196,F,596037
1187,F,597835
628,F,601634
991,F,601953
447,F,605283
1056,F,608465
1411,F,608855
696,F,609178
546,F,613893
399,F,615902
1380,F,623645
715,F,625209
706,F,627095
561,F,627874
1110,F,629629
1028,F,630591
445,F,634106
993,F,638435
952,F,641654
1209,F,642785
544,F,643126
907,F,643467
1357,F,646323
469,F,650793
1286,F,650845
1081,F,657305
363,F,658378
400,F,659895
1181,F,666159
1255,F,666655
663,F,667029
1389,F,667667
456,F,670514
976,F,672771
728,F,674245
1479,F,676039
1164,F,682341
909,F,682465
868,F,685906
471,F,690235
1232,F,690897
968,F,693158
1365,F,697015
782,F,697697
846,F,698523
700,F,698763
1156,F,703018
1090,F,703703
364,F,705405
665,F,707455
624,F,711022
987,F,711399
579,F,713031
978,F,713545
1264,F,713713
892,F,719169
1414,F,721259
1166,F,723695
753,F,728365
844,F,731786
426,F,732711
1376,F,737035
884,F,740962
1240,F,745085
648,F,745503
441,F,749398
581,F,756245
540,F,760058
903,F,760461
894,F,762755
1000,F,767195
424,F,767602
640,F,768094
1289,F,771001
518,F,774039
1077,F,776815
762,F,779779
1150,F,785726
1251,F,787865
659,F,788307
650,F,790685
972,F,795093
1046,F,795685
564,F,796917
1160,F,806403
516,F,810898
955,F,814407
916,F,820105
556,F,821066
1361,F,823745
1023,F,824619
947,F,839086
1199,F,840565
575,F,842673
566,F,845215
888,F,849927
672,F,850135
459,F,851037
1055,F,851851
1410,F,852397
749,F,860795
957,F,863765
840,F,864838
871,F,870573
1176,F,871131
1379,F,873103
1236,F,880555
644,F,881049
718,F,881705
1031,F,889295
863,F,896954
1208,F,899899
627,F,902451
461,F,902615
420,F,907166
588,F,908765
1285,F,911183
695,F,913767
1080,F,920227
873,F,923335
398,F,923853
619,F,929798
1254,F,933317
941,F,937802
1184,F,939455
1042,F,940355
560,F,941811
727,F,943943
444,F,951159
629,F,957145
512,F,958334
951,F,962481
543,F,964689
396,F,967846
1364,F,975821
436,F,979982
703,F,985435
362,F,987567
1195,F,993395
535,F,993922
857,F,1002478
990,F,1003255
455,F,1005771
446,F,1008805
752,F,1019711
545,F,1023155
867,F,1028859
1375,F,1031849
360,F,1034594
613,F,1039186
967,F,1039737
714,F,1042015
1239,F,1043119
1027,F,1050985
1155,F,1054527
5,SF,1062347
623,F,1066533
906,F,1072445
999,F,1074073
1356,F,1077205
468,F,1084655
1076,F,1087541
843,F,1097679
1250,F,1103011
1180,F,1110265
529,F,1110854
883,F,1111443
662,F,1111715
1045,F,1113959
975,F,1121285
440,F,1124097
835,F,1130942
1163,F,1137235
539,F,1140087
392,F,1143818
915,F,1148147
423,F,1151403
1231,F,1151495
639,F,1152141
1360,F,1153243
845,F,1164205
699,F,1164605
1198,F,1176791
1149,F,1178589
986,F,1185665
415,F,1186294
578,F,1188385
671,F,1190189
891,F,1198615
748,F,1205113
515,F,1216347
425,F,1221185
356,F,1222702
555,F,1231599
1235,F,1232777
717,F,1234387
647,F,1242505
1030,F,1245013
507,F,1253206
946,F,1258629
829,F,1263994
902,F,1267435
587,F,1272271
517,F,1290065
839,F,1297257
658,F,1313845
1183,F,1315237
1041,F,1316497
971,F,1325155
409,F,1325858
563,F,1328195
1409,F,1339481
1159,F,1344005
862,F,1345431
954,F,1357345
419,F,1360749
1022,F,1374365
702,F,1379609
1194,F,1390753
618,F,1394697
501,F,1400642
574,F,1404455
989,F,1404557
940,F,1406703
887,F,1416545
458,F,1418395
1284,F,1431859
511,F,1437501
870,F,1450955
395,F,1451769
1175,F,1451885
713,F,1458821
643,F,1468415
435,F,1469973
1026,F,1471379
534,F,1490883
387,F,1495762
905,F,1501423
856,F,1503717
626,F,1504085
1355,F,1508087
467,F,1518517
694,F,1522945
822,F,1530098
397,F,1539755
359,F,1551891
1179,F,1554371
661,F,1556401
612,F,1558779
559,F,1569685
974,F,1569799
443,F,1585265
1162,F,1592129
351,F,1598918
950,F,1604135
542,F,1607815
1230,F,1612093
1374,F,1621477
698,F,1630447
361,F,1645945
985,F,1659931
577,F,1663739
528,F,1666281
381,F,1671734
454,F,1676285
890,F,1678061
494,F,1695514
834,F,1696413
1075,F,1708993
866,F,1714765
391,F,1715727
966,F,1732895
1249,F,1733303
646,F,1739507
1154,F,1757545
901,F,1774409
622,F,1777555
414,F,1779441
345,F,1787026
1359,F,1812239
842,F,1829465
355,F,1834053
657,F,1839383
882,F,1852405
970,F,1855217
562,F,1859473
439,F,1873495
506,F,1879809
1158,F,1881607
747,F,1893749
828,F,1895991
538,F,1900145
953,F,1900283
422,F,1919005
638,F,1920235
1021,F,1924111
1234,F,1937221
1148,F,1964315
573,F,1966237
886,F,1983163
457,F,1985753
408,F,1988787
374,F,2023678
514,F,2027245
869,F,2031337
1174,F,2032639
554,F,2052665
642,F,2055781
1040,F,2068781
945,F,2097715
500,F,2100963
625,F,2105719
693,F,2132123
838,F,2162095
338,F,2163242
1193,F,2185469
558,F,2197559
442,F,2219371
861,F,2242385
386,F,2243643
949,F,2245789
541,F,2250941
418,F,2267915
712,F,2292433
821,F,2295147
1025,F,2312167
617,F,2324495
939,F,2344505
453,F,2346799
1354,F,2369851
510,F,2395835
350,F,2398377
865,F,2400671
394,F,2419615
965,F,2426053
1178,F,2442583
434,F,2449955
1153,F,2460563
533,F,2484805
621,F,2488577
855,F,2506195
380,F,2507601
1229,F,2533289
493,F,2543271
841,F,2561251
697,F,2562131
358,F,2586485
881,F,2593367
611,F,2597965
984,F,2608463
438,F,2622893
537,F,2660203
344,F,2680539
421,F,2686607
637,F,2688329
330,F,2727566
1147,F,2750041
527,F,2777135
900,F,2788357
4,SF,2800733
833,F,2827355
513,F,2838143
390,F,2859545
553,F,2873731
656,F,2890459
969,F,2915341
944,F,2936801
1157,F,2956811
413,F,2965735
1228,F,2993887
1020,F,3023603
837,F,3026933
373,F,3035517
354,F,3056755
572,F,3089801
885,F,3116399
505,F,3133015
860,F,3139339
827,F,3159985
417,F,3175081
1173,F,3194147
641,F,3230513
337,F,3244863
616,F,3254293
938,F,3282307
407,F,3314645
692,F,3350479
509,F,3354169
393,F,3387461
433,F,3429937
557,F,3453307
532,F,3478727
499,F,3501605
854,F,3508673
948,F,3529097
1019,F,3573349
357,F,3621079
610,F,3637151
452,F,3687827
385,F,3739405
864,F,3772483
1172,F,3774901
964,F,3812369
820,F,3825245
1152,F,3866599
526,F,3887989
620,F,3910621
832,F,3958297
691,F,3959657
349,F,3997295
389,F,4003363
880,F,4075291
329,F,4091349
437,F,4121689
412,F,4152029
379,F,4179335
536,F,4180319
636,F,4224517
492,F,4238785
353,F,4279457
1146,F,4321493
504,F,4386221
826,F,4423979
343,F,4467565
963,F,4505527
552,F,4515863
1151,F,4569617
943,F,4614973
406,F,4640503
836,F,4756609
879,F,4816253
498,F,4902247
859,F,4933247
416,F,4989413
635,F,4992611
372,F,5059195
1145,F,5107219
615,F,5113889
937,F,5157911
384,F,5235167
508,F,5270837
551,F,5336929
819,F,5355343
432,F,5389901
336,F,5408105
942,F,5454059
531,F,5466571
853,F,5513629
348,F,5596213
609,F,5715523
858,F,5830201
378,F,5851069
491,F,5934299
614,F,6043687
936,F,6095713
525,F,6109697
831,F,6220181
342,F,6254591
388,F,6290999
431,F,6369883
530,F,6460493
852,F,6516107
411,F,6524617
3,SF,6678671
352,F,6724861
608,F,6754709
328,F,6818915
503,F,6892633
825,F,6951967
371,F,7082873
524,F,7220551
405,F,7292219
830,F,7351123
335,F,7571347
497,F,7703531
410,F,7710911
935,F,7971317
502,F,8145839
824,F,8215961
383,F,8226691
818,F,8415539
851,F,8521063
404,F,8618077
347,F,8794049
607,F,8833081
496,F,9104173
377,F,9194537
490,F,9325327
523,F,9442259
327,F,9546481
382,F,9722453
341,F,9828643
817,F,9945637
346,F,10392967
823,F,10743949
376,F,10866271
489,F,11020841
370,F,11130229
403,F,11269793
340,F,11615669
334,F,11897831
495,F,11905457
816,F,13005833
369,F,13153907
333,F,14061073
375,F,14209739
488,F,14411869
2,SF,14535931
326,F,15001613
339,F,15189721
487,F,16107383
368,F,17201263
325,F,17729179
332,F,18387557
367,F,19224941
331,F,20550799
324,F,23184311
323,F,25911877
1599,F,27307854
1,SF,31367009
